items,levels
"{1: [1039, 2031, 3340, 3364, 3706, 2055], 2: [1055, 3340, 2003, 1083, 2031, 1053, 2055], 3: [1055, 2003, 3340, 1001, 1037, 1083, 1027], 4: [2033, 3340, 1001, 2055, 3067, 2055, 1052, 1052, 2055], 5: [3854, 2003, 2003, 3340, 1001, 2055, 2003, 3117, 1029, 2055], 6: [1056, 2003, 2003, 2003, 2031, 1001, 2055, 3020, 1027, 1052, 2055], 7: [3850, 2003, 2003, 3340, 3111, 2055, 2003], 8: [1054, 3340, 2003, 1028, 3751, 2031, 1027, 1001, 2055], 9: [1039, 2031, 3340, 3364, 3715, 1052, 1001, 2055], 10: [2003, 3340, 1037, 1001, 2003, 1055, 1036]}","{1: 6, 2: 8, 3: 6, 4: 8, 5: 5, 6: 8, 7: 6, 8: 8, 9: 6, 10: 6}"
"{1: [2031, 1036, 3077, 2055, 1001, 1036, 1036, 3134, 3133, 3147, 3117, 1036], 2: [3340, 1054, 2003, 3133, 2031, 2055, 1028], 3: [1041, 2031, 3340, 3706, 1036, 1001, 2055, 3364, 3133, 2055], 4: [3858, 2003, 2003, 3340, 1082, 1004, 1004, 1004, 2055, 3114, 2055], 5: [1056, 2003, 2003, 3340, 1052, 1027, 1082, 1026, 3802, 1082], 6: [2033, 3340, 1036, 1036, 1004, 2055, 3179, 3134, 2055, 1036], 7: [2031, 1039, 3340, 3364, 3706, 2055, 1052, 1001], 8: [3850, 2003, 2003, 3340, 1001, 1082, 1052, 2055, 1028, 3364], 9: [1054, 2003, 3340, 3047, 2055, 1036], 10: [2003, 2003, 3340, 2003, 1036, 2055, 1036, 1052, 3144, 1001]}","{1: 9, 2: 8, 3: 7, 4: 6, 5: 6, 6: 8, 7: 7, 8: 5, 9: 8, 10: 7}"
"{1: [2033, 3340, 1001, 1036, 3123, 1053], 2: [1056, 2003, 2003, 3340, 1056, 2055, 1004, 1027, 2031, 3802, 1001], 3: [3858, 2003, 2003, 3340, 1001, 1028, 1004, 2055], 4: [1055, 2003, 3340, 1038, 2031], 5: [2031, 1039, 3340, 3364, 1001, 2055, 3108, 3706, 2055], 6: [1055, 2003, 3340, 1038, 1036, 2003, 2003], 7: [3854, 2003, 2003, 3340, 3117, 2055], 8: [1041, 2031, 3340, 3706, 3133, 2055, 3364, 1400, 1001, 1036, 2055], 9: [1054, 2003, 3340, 1028, 2031, 1052, 1001, 3916, 1052], 10: [1054, 2003, 3340, 3133, 2003, 2055, 1029, 3047]}","{1: 8, 2: 8, 3: 6, 4: 6, 5: 6, 6: 6, 7: 6, 8: 7, 9: 8, 10: 7}"
"{1: [1056, 2003, 2003, 3340, 1052, 1082, 2003, 1001, 3020], 2: [3854, 2003, 2003, 3340, 1001, 1029, 2055, 1033, 2055], 3: [1055, 2003, 3340, 1055, 2003, 3044, 2031, 3067, 2055], 4: [1039, 2031, 3340, 3117, 3028, 3174, 1004, 2055], 5: [1055, 3340, 2003, 3070, 2003, 3057, 1001], 6: [1039, 2031, 3340, 3715, 2055, 1052, 2055, 3364, 1414, 1001], 7: [1054, 2003, 3340, 1028, 1001, 2031, 1036, 1029], 8: [3862, 2003, 2003, 3340, 3134, 1001, 1036, 1036, 3364], 9: [1056, 2003, 2003, 3340, 1056, 1082, 2003, 1028, 1028, 3751], 10: [2033, 1052, 2055, 1082, 1001, 3111, 1042]}","{1: 8, 2: 6, 3: 8, 4: 7, 5: 6, 6: 7, 7: 8, 8: 7, 9: 6, 10: 8}"
"{1: [1055, 2003, 3340, 3144, 1004, 2055], 2: [1055, 2003, 3340, 1083, 1036, 1042, 1036, 1028], 3: [1039, 2031, 3340, 2031, 3751, 3364, 3706, 1028, 2055, 1401], 4: [2003, 2003, 3340, 3858, 1001, 1028], 5: [1056, 2003, 2003, 3340, 1056, 2003, 3802, 2003, 1001, 2031, 2055], 6: [1039, 2031, 3340, 3108, 1082, 3706, 1001, 2055, 1402], 7: [1055, 2003, 3340, 1001, 1042, 2031, 3086, 1042, 3046, 1042, 2055], 8: [3854, 2003, 2003, 3340, 3117, 3067, 2055, 2055, 3364], 9: [1055, 2003, 3340, 3133, 2003], 10: [1055, 2003, 3340, 1083, 2031, 1036, 1028, 1001, 3044, 1028]}","{1: 7, 2: 7, 3: 7, 4: 6, 5: 7, 6: 7, 7: 8, 8: 6, 9: 7, 10: 8}"
"{1: [2033, 1028, 3751, 1001, 3047, 1028], 2: [2003, 1055, 3340, 1055, 2031, 3006, 1036], 3: [1056, 2003, 2003, 1028, 2031, 1026, 1082], 4: [1041, 2031, 3340, 3715, 1036, 1036, 1412, 1001], 5: [3850, 2003, 2003, 3340, 1001, 1004, 1004, 2055, 1052, 3108], 6: [1055, 2003, 3340, 1055, 1055, 2003, 1038, 2003], 7: [2033, 3340, 1001, 1082, 2055, 3802, 2055], 8: [1041, 2031, 3340, 3706, 3364, 3364, 3364, 1036, 3133, 2055, 3134], 9: [3340, 1036, 2031, 1036, 1036, 3134, 1028, 1001, 2055], 10: [3850, 2003, 2003, 3340, 3111, 1028, 1011]}","{1: 8, 2: 7, 3: 7, 4: 7, 5: 6, 6: 7, 7: 7, 8: 7, 9: 7, 10: 6}"
"{1: [1056, 2003, 2003, 3340, 1052, 1052, 3802, 2055], 2: [1054, 2003, 3340, 3067, 1001], 3: [3862, 2003, 2003, 3340, 3134, 2055], 4: [1041, 2031, 3340, 3364, 3715, 2055, 2055, 1001, 3133, 1036], 5: [1055, 2003, 3340, 1036, 2031, 3057, 1036], 6: [1055, 2003, 3340, 1038, 2003], 7: [2033, 3340, 3010, 2055, 3027, 2055, 3364], 8: [1039, 2031, 3340, 3706, 1001, 1036, 3364, 1400, 3111, 1042], 9: [1054, 2003, 3340, 2003, 1006, 2003, 3047, 1036, 1028, 1028], 10: [3850, 2003, 2003, 3340, 1052, 1001, 1004, 2055, 3108]}","{1: 8, 2: 6, 3: 6, 4: 7, 5: 7, 6: 6, 7: 9, 8: 8, 9: 8, 10: 6}"
"{1: [3850, 2003, 2003, 3340, 1001, 1082, 2031, 2055, 1052], 2: [3340, 2003, 1055, 1055, 1001, 1042, 1036], 3: [1055, 2003, 3340, 3070, 1001, 1036, 1037], 4: [1056, 2003, 2003, 3340, 1056, 1001, 1042, 3101, 2055, 2031, 1052], 5: [2031, 1041, 3340, 1039, 3364, 3715, 1043], 6: [1041, 2031, 3340, 3706, 1036, 2055, 1400, 2055, 2055], 7: [1056, 2003, 2003, 3340, 1052, 1082, 2031, 1004, 3802], 8: [3850, 2003, 2003, 3340, 1052, 1004], 9: [1027, 2031, 3340, 1027, 3070, 1001, 2055, 3802, 1027], 10: [3340, 2003, 1055, 1055, 1055, 1036, 2031]}","{1: 6, 2: 7, 3: 7, 4: 8, 5: 7, 6: 6, 7: 8, 8: 6, 9: 8, 10: 6}"
"{1: [1039, 2031, 3364, 3706, 1082, 2055, 1052, 3108, 1001, 1402, 3020, 2055], 2: [2003, 2003, 2003, 3340, 1036, 1006, 3077, 1001, 1042, 2055, 3006, 1036, 1042, 1042, 1038], 3: [3850, 2003, 2003, 3340, 3028, 2055, 3174, 3364, 3114, 2055, 2055], 4: [1055, 2003, 3340, 1037, 2003, 1001, 2015], 5: [1055, 3340, 2003, 1038, 2031, 1038, 1001, 1036], 6: [1027, 2031, 3070, 1052, 3802, 2055], 7: [3862, 2003, 2003, 3340, 1036, 2055, 3133, 2055, 1036, 1036, 3364, 3134], 8: [1055, 2003, 3133, 2003, 1001, 3006], 9: [1036, 2031, 3340, 2055, 3134, 1036, 2055, 2055, 3133], 10: [1039, 3340, 2031, 3706, 1001, 1052, 3108]}","{1: 8, 2: 9, 3: 6, 4: 8, 5: 6, 6: 9, 7: 5, 8: 6, 9: 7, 10: 8}"
"{1: [2033, 1083, 1004, 1033, 1036], 2: [2033, 3108, 1042, 1082, 2055, 3101, 2055], 3: [1039, 3340, 2031, 3364, 3706, 1036, 1036, 3133], 4: [3850, 2003, 2003, 3340, 1001, 1052, 1028, 2055, 1082, 2055, 2055], 5: [1055, 2003, 3340, 1042, 1036, 2003, 3006, 1042, 2055, 1043], 6: [1055, 2003, 3340, 1037, 1001, 2055, 3070], 7: [2033, 3340, 1056, 1082, 2055], 8: [1036, 2003, 2003, 2003, 3134, 1036, 1036, 2031, 2055, 3133, 1036], 9: [3858, 2003, 2003, 3340, 1001, 1028, 3009], 10: [1039, 2031, 3340, 3364, 2055, 3715, 1001, 2055, 3108, 2055]}","{1: 8, 2: 8, 3: 6, 4: 6, 5: 6, 6: 6, 7: 8, 8: 8, 9: 6, 10: 6}"
"{1: [2033, 1056, 3158, 1082, 3364, 1052, 1028], 2: [1055, 2003, 3340, 1038, 2003, 2055, 1055, 2003, 2003, 2003, 1001], 3: [3340, 2033, 3751, 1001, 1029, 1006, 2055, 1028, 1031], 4: [1041, 2031, 3715, 1036, 1412, 1001, 1036], 5: [3858, 2003, 2003, 3340, 1001, 1029, 2031, 2055, 2055, 3009], 6: [1055, 3340, 2003, 1038, 2003, 3006, 2003], 7: [3340, 2003, 2003, 3858, 1001, 1029, 2055, 2055, 3117], 8: [1039, 2031, 3340, 1029, 3715, 3108], 9: [2033, 1082, 1052, 1027, 1052], 10: [1055, 2003, 3340, 1036, 1001, 1036, 3077, 2055]}","{1: 7, 2: 6, 3: 7, 4: 7, 5: 5, 6: 7, 7: 5, 8: 6, 9: 7, 10: 7}"
"{1: [1055, 2003, 3070, 2031, 1037], 2: [1054, 2003, 3340, 1029, 1029, 2003, 2003, 3076, 1029], 3: [3850, 2003, 2003, 3340, 1052, 1001, 2055, 1052, 1027, 3364], 4: [1041, 2031, 3340, 3706, 1036, 1036, 3364, 2055, 1001, 1029], 5: [2033, 3340, 2055, 1036, 1036, 2055, 3134, 3133, 1001], 6: [2031, 1039, 3340, 3706, 3108], 7: [2003, 1055, 3340, 1028, 1036, 1001, 2055, 3044, 3067, 2055, 3071], 8: [1055, 2003, 3340, 1036, 1036, 2031, 3144, 1043, 2055], 9: [1055, 2003, 3340, 3006, 2003, 1018, 1042], 10: [3858, 2003, 2003, 3340, 1001, 1028, 2055, 3067, 2055, 3364]}","{1: 5, 2: 7, 3: 5, 4: 7, 5: 7, 6: 7, 7: 8, 8: 8, 9: 7, 10: 6}"
"{1: [1039, 2031, 3340, 3364, 3706, 1001, 3108, 1082, 2055], 2: [1055, 2003, 3340, 1001, 1055, 3006, 1042, 1042, 2003], 3: [2033, 3070, 1052, 1052, 2055], 4: [2033, 1001, 1036, 1036, 3134, 3111, 2055], 5: [3858, 2003, 2003, 3340, 1001, 2055, 3111, 2055], 6: [1055, 3340, 3364, 3364, 2003, 1055, 2031, 1036, 1036, 1036], 7: [1056, 2003, 2003, 3340, 1056, 1056, 1001, 1052, 3802], 8: [1056, 2003, 2003, 3340, 3802, 1026, 2055], 9: [3854, 2003, 2003, 1001, 2055, 2055, 3364, 1028, 2055, 3067], 10: [1041, 2031, 3340, 3715, 1036, 1036, 3133, 1412]}","{1: 6, 2: 7, 3: 9, 4: 8, 5: 6, 6: 8, 7: 6, 8: 8, 9: 5, 10: 7}"
"{1: [1055, 2003, 3340, 2031, 1055, 1036, 1036, 3133, 3044], 2: [1054, 2003, 3340, 1036, 1036, 1006, 2055, 3077, 1001, 1028, 2055, 1036], 3: [3862, 2003, 2003, 3340, 1036, 1036, 2055, 3134, 2055, 2003], 4: [1056, 2003, 2003, 3340, 1056, 2031, 2055, 3196, 3197, 2055], 5: [1039, 2031, 3340, 3715, 1001, 3751], 6: [1055, 2003, 3340, 2031, 1053, 1006, 3144, 2055, 1001, 1029], 7: [1055, 2003, 3340, 1001, 3006, 1037, 1004, 1027, 2055, 3070, 1055, 2031], 8: [3340, 1056, 2003, 2003, 1052, 1027, 2031, 3802, 1026], 9: [1039, 2031, 3340, 3751, 2055, 3364, 3715], 10: [3850, 2003, 3340, 2003, 1001, 1004, 1004, 2055, 3117, 2003, 3364, 2055, 2003]}","{1: 8, 2: 6, 3: 5, 4: 9, 5: 7, 6: 8, 7: 7, 8: 8, 9: 7, 10: 6}"
"{1: [1056, 2003, 2003, 3340, 1056, 2031, 2055, 1052, 1027, 3802, 1029], 2: [3858, 2003, 2003, 3340, 1001, 2055, 3009, 2055, 2055, 3364, 1033], 3: [1055, 2003, 3340, 1036, 1036, 1001, 1053, 3144, 1042, 1042, 2055], 4: [2033, 3340, 1036, 1036, 1001, 2055, 3144, 1042], 5: [1039, 2031, 3340, 1004, 3117, 2055, 1004, 2055, 1052], 6: [2033, 1028, 1036, 1027, 2055, 3057, 1001], 7: [1055, 2003, 3340, 2055, 1042, 1001, 3006, 1036, 3144], 8: [3850, 2003, 2003, 3340, 1029, 1029, 2055, 2003, 3191, 2055, 3364, 3158], 9: [1055, 2003, 3340, 1055, 2031, 1053, 1006, 3077, 1036], 10: [1039, 2031, 3340, 3706, 1001]}","{1: 8, 2: 6, 3: 6, 4: 8, 5: 5, 6: 9, 7: 6, 8: 6, 9: 8, 10: 7}"
"{1: [3340, 2003, 1055, 1036, 1036, 1001, 2031, 1038, 3006, 1018], 2: [1056, 2003, 2003, 1052, 2003, 3108, 1042, 1042, 2031], 3: [3340, 2003, 1055, 3006], 4: [3858, 2003, 2003, 3340, 1001, 1028, 2055, 3117, 3024, 2055, 3364, 1029], 5: [1041, 2031, 3340, 1036, 1036, 2055, 1001, 1400, 1036, 1036], 6: [1056, 2003, 2003, 3340, 3802, 1001, 3070], 7: [1041, 2031, 3340, 3706, 3364], 8: [1054, 2003, 1036, 2031, 3006], 9: [1054, 2003, 3340, 2031, 3211, 1001, 1036, 1006], 10: [3854, 2003, 2003, 3340, 3117, 3024, 2055]}","{1: 7, 2: 8, 3: 8, 4: 6, 5: 6, 6: 7, 7: 7, 8: 7, 9: 8, 10: 6}"
"{1: [1039, 2031, 3340, 3706, 1028, 2055], 2: [1056, 2003, 2003, 3340, 3802, 2055], 3: [3850, 2003, 2003, 3340, 1052, 1001, 3108, 2055, 2055, 1004], 4: [1055, 2003, 3340, 1036, 1036, 1001, 2003, 3077, 2003, 2055], 5: [2033, 1004, 3802, 1033, 1001], 6: [3340, 3340, 1056, 2003, 2003, 3340, 1056, 1004, 2055, 1001, 1033, 3111, 1027, 3802, 2003], 7: [2033, 3340, 1028, 2055, 3751, 1028, 1001], 8: [1041, 2031, 3340, 3364, 1039, 2055, 3706, 1028, 2055], 9: [3340, 2003, 1055, 1038, 2055, 1036, 1036], 10: [3858, 2003, 2003, 3340, 1001, 2031, 2055, 3111, 2055]}","{1: 8, 2: 7, 3: 6, 4: 8, 5: 8, 6: 8, 7: 8, 8: 6, 9: 6, 10: 5}"
"{1: [2033, 3340, 1082, 3020, 2055, 1004], 2: [1055, 2003, 3340, 2055, 2031, 1036, 1036, 1038], 3: [1041, 2031, 3340, 1039, 3715, 3133, 1412], 4: [2003, 2003, 3858, 3340, 2055, 2003, 1001, 3117, 1029, 2055, 2003], 5: [3340, 1056, 2003, 2003, 2033, 1029, 1001, 2055, 3047, 1029, 2055], 6: [1055, 2003, 3340, 1042, 1042, 1042, 2003, 2003, 3006, 1018, 2003, 2003, 3046, 2055], 7: [3858, 2003, 3340, 2003, 3117, 2031, 2055, 1052, 2055, 1004], 8: [1056, 2003, 2003, 3340, 3802, 2003, 3020, 1026, 2031], 9: [1041, 2031, 3340, 3364, 3706, 1036, 2055], 10: [1036, 2003, 2003, 2003, 1036, 2031, 1006, 1042, 3077]}","{1: 7, 2: 6, 3: 6, 4: 5, 5: 8, 6: 9, 7: 6, 8: 7, 9: 7, 10: 8}"
"{1: [1056, 2003, 2003, 3340, 1082, 2031, 1052, 1052, 3145, 1028], 2: [3862, 2003, 2003, 3340, 1036, 2003, 1036, 3134, 2055, 1036], 3: [1055, 2003, 3340, 3006, 1036, 1043], 4: [3340, 1054, 2003, 1083, 2055, 1036, 2003, 3133, 2003], 5: [1039, 2031, 3340, 3364, 3706, 1001, 1052, 2055, 1027], 6: [3858, 2003, 2003, 3340, 1001, 1028, 2055, 3067, 1029, 2055, 2055, 3364], 7: [1055, 2003, 3340, 1038, 1037, 1001, 1042, 2031], 8: [1041, 3340, 2031, 3364, 1039, 3715, 2055, 1412, 1001], 9: [1056, 2003, 2003, 3340, 1052, 3802, 2055, 2003], 10: [2033, 3340, 1082, 1052, 1029, 3020, 3191, 2055]}","{1: 6, 2: 5, 3: 7, 4: 7, 5: 6, 6: 6, 7: 7, 8: 7, 9: 8, 10: 8}"
"{1: [1055, 2003, 1083, 2055, 1037], 2: [3854, 2003, 2003, 3340, 1001, 3117, 1036, 1036, 3364, 2055, 2055], 3: [1039, 3340, 2031, 3364, 1041, 2055, 3706, 1001, 3751, 2055], 4: [3340, 2033, 1029, 3057, 2055, 1028], 5: [2033, 3340, 1052, 2055, 3145, 3067], 6: [3858, 2003, 3340, 2003, 1001, 2055, 2003, 3117], 7: [1055, 2003, 3340, 3057, 2031, 3070, 2055], 8: [1054, 2003, 3340, 1036, 1036, 1036, 2003, 3077, 1001, 2031], 9: [1056, 2003, 2003, 3340, 1056, 2055, 1052, 1052, 2055, 3802, 1001, 2031], 10: [1039, 1006, 3077, 1001, 1042, 1036, 2055, 3364, 3006, 1036]}","{1: 6, 2: 6, 3: 6, 4: 7, 5: 8, 6: 6, 7: 6, 8: 9, 9: 8, 10: 7}"
"{1: [1054, 3340, 2003], 2: [2003, 2003, 3850, 3340, 1001, 1004, 1004, 2055, 2003], 3: [1055, 2003, 3340, 1042, 1042, 1042, 2031, 1001], 4: [1039, 2031, 3340, 3706, 1001, 2055, 3364], 5: [1056, 2003, 2003, 3340, 1056, 1001, 2055, 3020, 2055, 3364, 1052, 1052], 6: [2033, 3340, 3070, 2055, 3364, 3802, 2055], 7: [3340, 2003, 1054, 1055, 1083], 8: [1055, 2003, 3340, 1001, 2003, 1038, 1042, 2031], 9: [3850, 2003, 2003, 3340, 1004, 1004, 3114, 2055, 2055], 10: [1041, 2031, 3340, 2055, 1001, 1036, 3133, 3715, 2055, 1029]}","{1: 8, 2: 6, 3: 7, 4: 6, 5: 8, 6: 7, 7: 8, 8: 6, 9: 6, 10: 7}"
"{1: [1055, 2003, 1001, 1042, 1042, 2031, 3006, 3086, 2055], 2: [3850, 2003, 2003, 3340, 1082, 1004, 1004, 1004, 3028, 2055], 3: [1041, 2031, 3340, 1001, 3715, 1082, 3108], 4: [1027, 2031, 3340, 3070, 1001, 1027, 2055, 1033, 2055, 3111, 1028], 5: [1036, 2003, 2003, 2003, 3340, 3133, 3067, 2031, 3044], 6: [1055, 2003, 3006, 1036], 7: [1039, 2031, 3340, 3751, 1001, 2055, 3364], 8: [1054, 3340, 2003, 3802, 2003, 2055, 3145], 9: [1055, 2003, 3340, 1038, 2015, 2003, 1018], 10: [3854, 2003, 3340, 1001, 2003, 2010, 1028, 2031, 2055, 2055]}","{1: 6, 2: 6, 3: 7, 4: 8, 5: 9, 6: 8, 7: 7, 8: 8, 9: 5, 10: 6}"
"{1: [1055, 2003, 3340, 1036, 2003, 1001, 2055, 1053, 1042, 3006, 1042, 1042], 2: [1039, 2031, 3364, 1001, 3706, 2055, 3108, 1082], 3: [3854, 2003, 2003, 3340, 2055, 1001, 2003, 1028, 1029, 2055], 4: [1056, 2003, 2003, 1082, 2031, 2055, 3802], 5: [1055, 2003, 3340, 1055, 2003, 3006, 2003, 1042, 2003], 6: [1041, 3340, 2031, 3364, 1036, 1036, 2055, 3706, 1400, 1001, 2055], 7: [3340, 2003, 2003, 1056, 1052, 1056, 2031, 2055, 3802, 2055], 8: [2003, 1054, 3340, 3751, 1028, 2031, 1031, 2055, 3068], 9: [3858, 2003, 2003, 3340, 3801, 1004, 1004, 2055, 2055, 3114, 2003], 10: [1055, 3340, 2003, 1038, 1001, 2055, 2003, 3006]}","{1: 6, 2: 7, 3: 6, 4: 8, 5: 7, 6: 6, 7: 9, 8: 8, 9: 6, 10: 6}"
"{1: [1056, 2003, 2003, 3340, 2031, 1052, 1052, 2055, 3802], 2: [1055, 2003, 3340, 1055, 1036, 2031, 2055, 1036, 2055, 3133, 1001], 3: [1039, 2031, 3340, 1001, 3364, 3117, 1004, 1004, 3114, 2055], 4: [2003, 2003, 3340, 3854, 3067, 2031, 2055, 2055], 5: [1055, 2003, 3340, 1055, 2003, 1036, 1033, 1038, 1001], 6: [3858, 2003, 2003, 3340, 1004, 1004, 1001, 2055, 2031], 7: [1055, 2003, 3340, 1055, 2031, 1036, 1001], 8: [1056, 2003, 2003, 3340, 1054, 3191], 9: [2033, 3340, 1055, 1001, 1036, 3364, 3340, 2055, 3144, 2055, 3153], 10: [1039, 2031, 3340, 3706, 1052, 2055, 3364, 3108, 1001]}","{1: 6, 2: 6, 3: 6, 4: 5, 5: 7, 6: 6, 7: 7, 8: 8, 9: 9, 10: 6}"
"{1: [2003, 1054, 1001, 1028, 1029, 1031, 1036, 1028], 2: [1055, 2003, 2031, 1055, 1042, 1001, 1038], 3: [2033, 1082, 2055, 1026, 3020, 2055], 4: [3850, 2003, 2003, 3340, 1001, 2055, 3117, 2003, 2003, 2055, 1028, 2055], 5: [1041, 2031, 3340, 3715, 3364, 1001, 1036, 1036], 6: [1055, 2003, 3340, 1038, 2055, 2003, 3133, 1018], 7: [1082, 2031, 3340, 1026, 1028, 3010, 2055, 3364], 8: [3858, 2003, 2003, 3340, 1001, 2055, 3111, 2055, 3364], 9: [1039, 2031, 3340, 3364, 3706, 2055, 3108, 1402, 2055], 10: [2033, 3340, 1053, 1042, 1042, 1036, 3101, 3057]}","{1: 7, 2: 6, 3: 8, 4: 5, 5: 7, 6: 7, 7: 8, 8: 6, 9: 8, 10: 8}"
"{1: [2033, 3340, 1082, 1052, 2055, 3802, 1001, 2055], 2: [1054, 2003, 3340, 1011, 1001, 2031, 2055, 3009, 1029], 3: [2033, 3340, 1055, 1001, 2055, 1053, 3144, 1029], 4: [1041, 2031, 3340, 1036, 1036, 1001, 2055, 1400], 5: [3862, 2003, 2003, 3340, 1036, 1036, 3134, 1036, 1036, 2055, 3364], 6: [1039, 2031, 3047, 1041, 2055, 3706, 1036, 1036, 2055, 2055, 3364], 7: [1055, 2003, 3340, 1037, 1001, 1004, 2031, 2055, 1027], 8: [3854, 2003, 2003, 3340, 1001, 1029, 2055, 2031, 1029], 9: [2033, 3340, 1082, 3111, 1056, 2055], 10: [1055, 2003, 3340, 1036, 1036, 2031, 1053, 2055, 3057, 1006]}","{1: 8, 2: 6, 3: 8, 4: 6, 5: 6, 6: 8, 7: 6, 8: 5, 9: 8, 10: 8}"
"{1: [1056, 2003, 2003, 3340, 3802, 1001, 2031, 3020, 2055], 2: [3858, 2003, 2003, 3340, 3117, 1029, 2055, 2055, 2055], 3: [1055, 2003, 3340, 1055, 1006, 3077, 2055], 4: [1039, 3340, 2031, 3364, 1001, 2055, 3108, 1402, 2055, 2055], 5: [2003, 1054, 1001, 1036, 1036, 1006, 3077, 3006, 1018, 1036], 6: [1056, 2003, 2003, 3340, 1052, 1052, 1004, 3802, 1082], 7: [1056, 2003, 2003, 1052, 2031, 1052, 3802], 8: [1041, 2031, 3340, 3133, 3715, 1036, 2055], 9: [2033, 3340, 1053, 1042, 3144], 10: [3850, 3340, 2003, 2003, 1004, 1027, 2055, 3070, 2055, 1052]}","{1: 8, 2: 6, 3: 8, 4: 7, 5: 8, 6: 6, 7: 8, 8: 8, 9: 8, 10: 5}"
"{1: [2003, 3854, 2003, 1001, 2055, 2055, 3364, 3117, 2055, 1029, 1057], 2: [1041, 2031, 3340, 3364, 3715, 1036, 1001, 2055, 1412, 1036, 2055], 3: [1054, 2003, 3340, 3133, 2031, 3067, 1036], 4: [1056, 2003, 2003, 3340, 1052, 1001, 1027, 3802, 1052], 5: [1055, 2003, 3340, 1036, 1036, 2003, 2055, 2003, 2003, 1001, 3133, 2003, 2055, 1042], 6: [1056, 2003, 2003, 3340, 3802, 1026, 2055, 2031], 7: [3340, 2033, 1029, 1027, 2055, 3057, 1028, 2055], 8: [3858, 2003, 2003, 3340, 1033, 1001, 2055, 2055, 2055, 3111, 2055], 9: [1055, 3340, 1053, 2055, 3144, 2055, 2003, 1001, 1038], 10: [1041, 2031, 3340, 3715, 1036, 2055, 2055, 1412, 1001, 2055]}","{1: 6, 2: 7, 3: 7, 4: 8, 5: 6, 6: 8, 7: 7, 8: 5, 9: 6, 10: 7}"
"{1: [1056, 2003, 2003, 3802, 2055, 2003, 1026, 1001], 2: [1039, 2031, 3340, 3364, 3751, 2055, 3706, 2055, 1401], 3: [2033, 3340, 1036, 1036, 2055, 3144, 1001, 2055, 2055, 1043], 4: [1056, 2003, 2003, 1001, 1052, 1027, 2055, 2003, 3802, 1026], 5: [3850, 2003, 2003, 3340, 1052, 2055, 1001, 3108, 2055, 2055], 6: [1036, 2031, 3340, 1001, 1036, 1036, 3117, 2055, 3364], 7: [3340, 1055, 2003, 3006, 2055, 2003, 1053], 8: [3858, 2003, 2003, 3340, 1001, 1033, 1033], 9: [1041, 3340, 2031, 3715, 1036, 2055, 2055, 3364, 1036, 2055], 10: [1082, 2031, 3340, 2033, 1052, 3751]}","{1: 9, 2: 7, 3: 8, 4: 7, 5: 6, 6: 8, 7: 6, 8: 6, 9: 6, 10: 8}"
"{1: [3858, 2003, 2003, 3340, 2055, 2055, 2031, 1001, 3047, 1028], 2: [3340, 1055, 2003, 1055, 1055, 1001, 1038, 1042], 3: [3340, 1056, 2003, 2003, 1027, 3070, 1052, 2055, 3003, 1052, 2055], 4: [1041, 2031, 3340, 3364, 3715, 2055, 1413, 2055, 1001, 3047, 1028, 2055], 5: [1054, 2003, 3340, 1053, 1036, 2003, 3144, 1042, 1042, 1001, 2055], 6: [1055, 2003, 3340, 1042, 1038, 2055], 7: [1041, 2031, 3340, 1036, 1400, 2055, 2055, 3111, 2055], 8: [2003, 1054, 3340, 1036, 1036, 2003, 3047, 1053], 9: [1056, 2003, 2003, 3340, 3009, 2003, 1082, 1028], 10: [2003, 2003, 3854, 2003, 2003, 2055, 3009, 2031, 1004, 2055, 1029, 2055]}","{1: 5, 2: 7, 3: 8, 4: 6, 5: 7, 6: 6, 7: 6, 8: 8, 9: 7, 10: 6}"
"{1: [1054, 2003, 3340, 3006, 2055, 2003, 1043], 2: [3340, 2033, 1056, 3364, 1052, 1001, 3113, 1029, 3047, 1004], 3: [3850, 2003, 2003, 3340, 1001, 1004, 1004, 2055, 1052, 2055, 2055], 4: [1039, 2031, 3340, 1041, 3364, 2055, 3751, 1401], 5: [2033, 1001, 2055, 3057, 1042, 1033], 6: [2031, 1082, 3340, 1001, 2015, 3850], 7: [2003, 2003, 3850, 1052, 1001, 2055, 1052], 8: [3340, 1041, 2031, 3364, 3715, 1001, 1028, 1029, 3751, 2055], 9: [1055, 2003, 3340, 1038, 2003, 2055, 1001, 2015], 10: [2033, 3134, 3117, 1036]}","{1: 6, 2: 7, 3: 6, 4: 6, 5: 7, 6: 7, 7: 7, 8: 7, 9: 7, 10: 8}"
